"rank";"id";"name";"id_other";"name_other";"height_diff";"height_diff_other";"length";"length_other";"duration";"duration_other";"slope_cat";"slope_cat_other";"slopeType";"slopetype_other";"regionId";"regionid_other";"embedding";"embedding_other";"angle"
1;216;Roby;225;Ciampai;102;113;600;617;463;480;easy;easy;blue;blue;3;3;{0.005333054480811461,0.05,0.14811260396673065,0.3333333333333333,0.25,0.25};{0.005908187807173481,0.051416666666666666,0.15355086372360843,0.3333333333333333,0.25,0.25};0,0056491054
2;216;Roby;262;Variante Col Pradat;102;115;600;650;463;432;easy;easy;blue;blue;3;3;{0.005333054480811461,0.05,0.14811260396673065,0.3333333333333333,0.25,0.25};{0.006012757502875667,0.05416666666666667,0.1381957773512476,0.3333333333333333,0.25,0.25};0,0107780591
3;216;Roby;237;Piz Sorega B - Armentarola;102;111;600;820;463;485;easy;easy;blue;blue;3;3;{0.005333054480811461,0.05,0.14811260396673065,0.3333333333333333,0.25,0.25};{0.005803618111471296,0.06833333333333333,0.15515035188739604,0.3333333333333333,0.25,0.25};0,0196433815
1;219;Braia Fraida intermedia - Roby;196;Collegamento Borest - BoÃ¨;63;37;319;294;86;80;easy;easy;blue;blue;3;3;{0.0032939454146188435,0.026583333333333334,0.027511196417146513,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,0031420223
1;219;Braia Fraida intermedia - Roby;194;Collegamento Piz Arlara - Costes dal Ega;63;37;319;294;86;80;easy;easy;blue;blue;3;3;{0.0032939454146188435,0.026583333333333334,0.027511196417146513,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,0031420223
1;219;Braia Fraida intermedia - Roby;195;Collegamento Pralongia 2 - Pralongia 1;63;37;319;294;86;80;easy;easy;blue;blue;3;3;{0.0032939454146188435,0.026583333333333334,0.027511196417146513,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,0031420223
1;219;Braia Fraida intermedia - Roby;197;Collegamento BoÃ¨ - Vallon;63;37;319;294;86;80;easy;easy;blue;blue;3;3;{0.0032939454146188435,0.026583333333333334,0.027511196417146513,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,0031420223
1;219;Braia Fraida intermedia - Roby;198;Collegamento Costoratta - Campolongo;63;37;319;294;86;80;easy;easy;blue;blue;3;3;{0.0032939454146188435,0.026583333333333334,0.027511196417146513,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.025591810620601407,0.3333333333333333,0.25,0.25};0,0031420223
1;236;Roby - Bamby;168;Crep De Mont;207;212;1.214;1.400;133;194;easy;easy;blue;blue;3;3;{0.0108229635051762,0.10116666666666667,0.04254638515674984,0.3333333333333333,0.25,0.25};{0.011084387744431663,0.11666666666666667,0.062060140754958415,0.3333333333333333,0.25,0.25};0,0249219783
2;236;Roby - Bamby;184;La Brancia 14;207;139;1.214;850;133;102;easy;easy;blue;blue;3;3;{0.0108229635051762,0.10116666666666667,0.04254638515674984,0.3333333333333333,0.25,0.25};{0.007267593851301893,0.07083333333333333,0.03262955854126679,0.3333333333333333,0.25,0.25};0,0321106714
3;236;Roby - Bamby;177;PralongiÃ¡Â  II;207;234;1.214;1.288;133;253;easy;easy;blue;blue;3;3;{0.0108229635051762,0.10116666666666667,0.04254638515674984,0.3333333333333333,0.25,0.25};{0.012234654397155703,0.10733333333333334,0.08093410108765195,0.3333333333333333,0.25,0.25};0,038905493
1;237;Piz Sorega B - Armentarola;225;Ciampai;111;113;820;617;485;480;easy;easy;blue;blue;3;3;{0.005803618111471296,0.06833333333333333,0.15515035188739604,0.3333333333333333,0.25,0.25};{0.005908187807173481,0.051416666666666666,0.15355086372360843,0.3333333333333333,0.25,0.25};0,0169924368
1;237;Piz Sorega B - Armentarola;225;Ciampai;111;113;820;617;485;480;easy;easy;blue;blue;3;3;{0.005803618111471296,0.06833333333333333,0.15515035188739604,0.3333333333333333,0.25,0.25};{0.005908187807173481,0.051416666666666666,0.15355086372360843,0.3333333333333333,0.25,0.25};0,0169924368
1;237;Piz Sorega B - Armentarola;225;Ciampai;111;113;820;617;485;480;easy;easy;blue;blue;3;3;{0.005803618111471296,0.06833333333333333,0.15515035188739604,0.3333333333333333,0.25,0.25};{0.005908187807173481,0.051416666666666666,0.15355086372360843,0.3333333333333333,0.25,0.25};0,0169924368
1;238;Traino Cavalli;187;Col Alt 5;111;302;2.000;2.071;541;561;easy;easy;blue;blue;3;3;{0.005803618111471296,0.16666666666666666,0.17306461932181702,0.3333333333333333,0.25,0.25};{0.01579002405103001,0.17258333333333334,0.17946257197696738,0.3333333333333333,0.25,0.25};0,01325402
1;238;Traino Cavalli;187;Col Alt 5;111;302;2.000;2.071;541;561;easy;easy;blue;blue;3;3;{0.005803618111471296,0.16666666666666666,0.17306461932181702,0.3333333333333333,0.25,0.25};{0.01579002405103001,0.17258333333333334,0.17946257197696738,0.3333333333333333,0.25,0.25};0,01325402
1;238;Traino Cavalli;187;Col Alt 5;111;302;2.000;2.071;541;561;easy;easy;blue;blue;3;3;{0.005803618111471296,0.16666666666666666,0.17306461932181702,0.3333333333333333,0.25,0.25};{0.01579002405103001,0.17258333333333334,0.17946257197696738,0.3333333333333333,0.25,0.25};0,01325402
1;241;Baby La Crusc;242;Baby La Crusc - La Crusc 1;35;5;450;450;179;169;easy;easy;blue;blue;3;3;{0.0018299696747882464,0.0375,0.05726167626359565,0.3333333333333333,0.25,0.25};{0.0002614242392555,0.0375,0.054062699936020475,0.3333333333333333,0.25,0.25};0,0035628337
2;241;Baby La Crusc;228;Codes;35;69;450;500;179;166;easy;easy;blue;blue;3;3;{0.0018299696747882464,0.0375,0.05726167626359565,0.3333333333333333,0.25,0.25};{0.0036076545017254,0.041666666666666664,0.053103007037747924,0.3333333333333333,0.25,0.25};0,0061494556
3;241;Baby La Crusc;256;Pezzei;35;53;450;469;179;210;easy;easy;blue;blue;3;3;{0.0018299696747882464,0.0375,0.05726167626359565,0.3333333333333333,0.25,0.25};{0.002771096936107916,0.03908333333333333,0.0671785028790787,0.3333333333333333,0.25,0.25};0,0100864322
1;242;Baby La Crusc - La Crusc 1;241;Baby La Crusc;5;35;450;450;169;179;easy;easy;blue;blue;3;3;{0.0002614242392555,0.0375,0.054062699936020475,0.3333333333333333,0.25,0.25};{0.0018299696747882464,0.0375,0.05726167626359565,0.3333333333333333,0.25,0.25};0,0035628337
2;242;Baby La Crusc - La Crusc 1;228;Codes;5;69;450;500;169;166;easy;easy;blue;blue;3;3;{0.0002614242392555,0.0375,0.054062699936020475,0.3333333333333333,0.25,0.25};{0.0036076545017254,0.041666666666666664,0.053103007037747924,0.3333333333333333,0.25,0.25};0,0054294916
3;242;Baby La Crusc - La Crusc 1;230;Bordercross La Para;5;101;450;588;169;180;easy;easy;blue;blue;3;3;{0.0002614242392555,0.0375,0.054062699936020475,0.3333333333333333,0.25,0.25};{0.005280769632960368,0.049,0.05758157389635317,0.3333333333333333,0.25,0.25};0,0130317421
1;243;La Crusc 1;174;Vizza;500;319;2.450;1.907;388;339;easy;easy;blue;blue;3;3;{0.026142423925546377,0.20416666666666666,0.12412028150991683,0.3333333333333333,0.25,0.25};{0.01667886646449859,0.15891666666666668,0.10844529750479846,0.3333333333333333,0.25,0.25};0,0488142043
2;243;La Crusc 1;217;Pista di collegamento Bamby - Altin;500;178;2.450;1.897;388;343;easy;easy;blue;blue;3;3;{0.026142423925546377,0.20416666666666666,0.12412028150991683,0.3333333333333333,0.25,0.25};{0.009306702917494511,0.15808333333333333,0.10972488803582854,0.3333333333333333,0.25,0.25};0,0511306412
3;243;La Crusc 1;187;Col Alt 5;500;302;2.450;2.071;388;561;easy;easy;blue;blue;3;3;{0.026142423925546377,0.20416666666666666,0.12412028150991683,0.3333333333333333,0.25,0.25};{0.01579002405103001,0.17258333333333334,0.17946257197696738,0.3333333333333333,0.25,0.25};0,0645557762
1;245;La Crusc 1 - Baby La Crusc;207;Doninz-Colz;9;23;100;160;104;114;easy;easy;blue;blue;3;3;{0.0004705636306598,0.008333333333333333,0.03326935380678183,0.3333333333333333,0.25,0.25};{0.0012025515005751333,0.013333333333333334,0.036468330134357005,0.3333333333333333,0.25,0.25};0,0059807404
2;245;La Crusc 1 - Baby La Crusc;192;Crep de Munt - Boe;9;37;100;294;104;96;easy;easy;blue;blue;3;3;{0.0004705636306598,0.008333333333333333,0.03326935380678183,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.030710172744721688,0.3333333333333333,0.25,0.25};0,016433312
3;245;La Crusc 1 - Baby La Crusc;208;Colz - Doninz;9;23;100;70;104;53;easy;easy;blue;blue;3;3;{0.0004705636306598,0.008333333333333333,0.03326935380678183,0.3333333333333333,0.25,0.25};{0.0012025515005751333,0.005833333333333334,0.01695457453614843,0.3333333333333333,0.25,0.25};0,0165214354
1;246;La Crusc 2;171;Incisa;183;197;1.300;1.300;369;352;easy;easy;blue;blue;3;3;{0.009568127156749973,0.10833333333333334,0.118042226487524,0.3333333333333333,0.25,0.25};{0.010300115026665273,0.10833333333333334,0.1126039667306462,0.3333333333333333,0.25,0.25};0,0054873013
2;246;La Crusc 2;172;La Baita - PralongiÃ¡ valle;183;185;1.300;1.400;369;397;easy;easy;blue;blue;3;3;{0.009568127156749973,0.10833333333333334,0.118042226487524,0.3333333333333333,0.25,0.25};{0.009672696852452159,0.11666666666666667,0.12699936020473448,0.3333333333333333,0.25,0.25};0,0122346076
3;246;La Crusc 2;161;Cherz I;183;232;1.300;1.205;369;326;easy;easy;blue;blue;3;3;{0.009568127156749973,0.10833333333333334,0.118042226487524,0.3333333333333333,0.25,0.25};{0.01213008470145352,0.10041666666666667,0.10428662827895073,0.3333333333333333,0.25,0.25};0,0160764959
1;248;Col Pradat;181;Vallon;321;328;1.420;1.317;348;531;hard;hard;black;black;3;3;{0.016783436160200775,0.11833333333333333,0.11132437619961612,1.0,0.75,0.25};{0.017149430095158423,0.10975,0.16986564299424184,1.0,0.75,0.25};0,0591682979
2;248;Col Pradat;136;Sorega;321;435;1.420;1.450;348;392;hard;hard;black;black;3;2;{0.016783436160200775,0.11833333333333333,0.11132437619961612,1.0,0.75,0.25};{0.02274390881522535,0.12083333333333333,0.1253998720409469,1.0,0.75,0.16666666666666666};0,0847604935
3;248;Col Pradat;292;La Ria;321;310;1.420;1.110;348;310;hard;hard;black;black;3;4;{0.016783436160200775,0.11833333333333333,0.11132437619961612,1.0,0.75,0.25};{0.016208302833838752,0.0925,0.09916826615483046,1.0,0.75,0.3333333333333333};0,0880903363
1;249;Colfosco 1;202;Bamby;284;287;1.450;1.393;319;321;medium;medium;red;red;3;3;{0.014848896789710343,0.12083333333333333,0.10204734484964811,0.6666666666666666,0.5,0.25};{0.015005751333263621,0.11608333333333333,0.10268714011516315,0.6666666666666666,0.5,0.25};0,0047954605
2;249;Colfosco 1;188;Seggiovia PralongiÃ¡;284;233;1.450;1.290;319;349;medium;medium;red;red;3;3;{0.014848896789710343,0.12083333333333333,0.10204734484964811,0.6666666666666666,0.5,0.25};{0.01218236954930461,0.1075,0.11164427383237364,0.6666666666666666,0.5,0.25};0,0166429923
2;249;Colfosco 1;189;Seggiovia PralongiÃ¡ (P.ta Trieste - Rif. Marmotta);284;233;1.450;1.290;319;349;medium;medium;red;red;3;3;{0.014848896789710343,0.12083333333333333,0.10204734484964811,0.6666666666666666,0.5,0.25};{0.01218236954930461,0.1075,0.11164427383237364,0.6666666666666666,0.5,0.25};0,0166429923
1;250;Colfosco 2;210;Gardenaccia B;284;350;1.300;2.040;697;636;easy;easy;blue;blue;3;3;{0.014848896789710343,0.10833333333333334,0.22296865003198976,0.3333333333333333,0.25,0.25};{0.018299696747882465,0.17,0.2034548944337812,0.3333333333333333,0.25,0.25};0,0647724668
2;250;Colfosco 2;238;Traino Cavalli;284;111;1.300;2.000;697;541;easy;easy;blue;blue;3;3;{0.014848896789710343,0.10833333333333334,0.22296865003198976,0.3333333333333333,0.25,0.25};{0.005803618111471296,0.16666666666666666,0.17306461932181702,0.3333333333333333,0.25,0.25};0,0772981703
3;250;Colfosco 2;187;Col Alt 5;284;302;1.300;2.071;697;561;easy;easy;blue;blue;3;3;{0.014848896789710343,0.10833333333333334,0.22296865003198976,0.3333333333333333,0.25,0.25};{0.01579002405103001,0.17258333333333334,0.17946257197696738,0.3333333333333333,0.25,0.25};0,0775997877
1;251;Sodlisia - Fara;165;Col Alt - Braia Fraida;15;21;215;246;162;145;easy;easy;blue;blue;3;3;{0.0007842727177664,0.017916666666666668,0.05182341650671785,0.3333333333333333,0.25,0.25};{0.0010979818048729478,0.0205,0.04638515674984005,0.3333333333333333,0.25,0.25};0,0060288219
2;251;Sodlisia - Fara;180;Seggiovia PralongiÃ¡ - PralongiÃ¡ II;15;48;215;261;162;183;easy;easy;blue;blue;3;3;{0.0007842727177664,0.017916666666666668,0.05182341650671785,0.3333333333333333,0.25,0.25};{0.002509672696852452,0.02175,0.05854126679462572,0.3333333333333333,0.25,0.25};0,0079247058
3;251;Sodlisia - Fara;183;Vizza - Masarei;15;32;215;100;162;182;easy;easy;blue;blue;3;3;{0.0007842727177664,0.017916666666666668,0.05182341650671785,0.3333333333333333,0.25,0.25};{0.0016731151312349682,0.008333333333333333,0.0582213691618682,0.3333333333333333,0.25,0.25};0,0115569943
1;252;Forcelles;211;Gardenaccia A;280;261;1.305;920;670;537;medium;medium;red;red;3;3;{0.014639757398305971,0.10875,0.2143314139475368,0.6666666666666666,0.5,0.25};{0.013646345289135208,0.07666666666666666,0.17178502879078694,0.6666666666666666,0.5,0.25};0,0532965481
2;252;Forcelles;182;BoÃ© - Campolongo;280;225;1.305;1.023;670;427;medium;medium;red;red;3;3;{0.014639757398305971,0.10875,0.2143314139475368,0.6666666666666666,0.5,0.25};{0.01176409076649587,0.08525,0.13659628918746,0.6666666666666666,0.5,0.25};0,0812605014
3;252;Forcelles;423;Leo Demetz - Monte Piz;280;170;1.305;1.200;670;672;medium;medium;red;red;3;4;{0.014639757398305971,0.10875,0.2143314139475368,0.6666666666666666,0.5,0.25};{0.008888424134685768,0.1,0.21497120921305182,0.6666666666666666,0.5,0.3333333333333333};0,0839910359
1;253;Frara;243;La Crusc 1;558;500;3.555;2.450;134;388;easy;easy;blue;blue;3;3;{0.029174945100909757,0.29625,0.04286628278950736,0.3333333333333333,0.25,0.25};{0.026142423925546377,0.20416666666666666,0.12412028150991683,0.3333333333333333,0.25,0.25};0,1228444088
2;253;Frara;170;Forcella Incisa;558;169;3.555;2.033;134;169;easy;easy;blue;blue;3;3;{0.029174945100909757,0.29625,0.04286628278950736,0.3333333333333333,0.25,0.25};{0.008836139286834676,0.16941666666666666,0.054062699936020475,0.3333333333333333,0.25,0.25};0,1289407663
3;253;Frara;122;Hinterberg;558;700;3.555;2.900;134;444;easy;easy;blue;blue;3;2;{0.029174945100909757,0.29625,0.04286628278950736,0.3333333333333333,0.25,0.25};{0.03659939349576493,0.24166666666666667,0.1420345489443378,0.3333333333333333,0.25,0.16666666666666666};0,1407595544
1;254;Frara - Sodlisia;262;Variante Col Pradat;40;115;485;650;392;432;easy;easy;blue;blue;3;3;{0.00209139391404371,0.04041666666666666,0.1253998720409469,0.3333333333333333,0.25,0.25};{0.006012757502875667,0.05416666666666667,0.1381957773512476,0.3333333333333333,0.25,0.25};0,0191878812
2;254;Frara - Sodlisia;216;Roby;40;102;485;600;392;463;easy;easy;blue;blue;3;3;{0.00209139391404371,0.04041666666666666,0.1253998720409469,0.3333333333333333,0.25,0.25};{0.005333054480811461,0.05,0.14811260396673065,0.3333333333333333,0.25,0.25};0,0248639665
3;254;Frara - Sodlisia;151;AbrusÃ¨;40;37;485;294;392;327;easy;easy;blue;blue;3;3;{0.00209139391404371,0.04041666666666666,0.1253998720409469,0.3333333333333333,0.25,0.25};{0.0019345393704904318,0.0245,0.10460652591170826,0.3333333333333333,0.25,0.25};0,0261864111
1;255;Frara - Val Setus;176;PralongiÃ¡Â  I - Arlara;541;62;408;308;110;104;medium;medium;red;red;3;3;{0.02828610268744118,0.034,0.035188739603326934,0.6666666666666666,0.5,0.25};{0.0032416605667677507,0.025666666666666667,0.03326935380678183,0.6666666666666666,0.5,0.25};0,0264641752
2;255;Frara - Val Setus;260;Val Setus;541;101;408;595;110;161;medium;medium;red;red;3;3;{0.02828610268744118,0.034,0.035188739603326934,0.6666666666666666,0.5,0.25};{0.005280769632960368,0.04958333333333333,0.05150351887396033,0.6666666666666666,0.5,0.25};0,0322220057
3;255;Frara - Val Setus;156;BoÃ© - Costoratta;541;32;408;404;110;50;medium;medium;red;red;3;3;{0.02828610268744118,0.034,0.035188739603326934,0.6666666666666666,0.5,0.25};{0.0016731151312349682,0.033666666666666664,0.01599488163787588,0.6666666666666666,0.5,0.25};0,0328141189
1;256;Pezzei;178;PralongiÃ¡Â  - Punta Trieste;53;40;469;469;210;226;easy;easy;blue;blue;3;3;{0.002771096936107916,0.03908333333333333,0.0671785028790787,0.3333333333333333,0.25,0.25};{0.00209139391404371,0.03908333333333333,0.07229686500319897,0.3333333333333333,0.25,0.25};0,0051632961
2;256;Pezzei;241;Baby La Crusc;53;35;469;450;210;179;easy;easy;blue;blue;3;3;{0.002771096936107916,0.03908333333333333,0.0671785028790787,0.3333333333333333,0.25,0.25};{0.0018299696747882464,0.0375,0.05726167626359565,0.3333333333333333,0.25,0.25};0,0100864322
3;256;Pezzei;229;La Para;53;107;469;550;210;239;easy;easy;blue;blue;3;3;{0.002771096936107916,0.03908333333333333,0.0671785028790787,0.3333333333333333,0.25,0.25};{0.0055944787200669244,0.04583333333333333,0.0764555342290467,0.3333333333333333,0.25,0.25};0,0118151299
1;257;Frara variante dx;185;Punta Trieste - La Baita;90;133;797;736;215;199;easy;easy;blue;blue;3;3;{0.004705636306598347,0.06641666666666667,0.06877799104286628,0.3333333333333333,0.25,0.25};{0.006953884764195336,0.06133333333333333,0.063659628918746,0.3333333333333333,0.25,0.25};0,0075559599
2;257;Frara variante dx;179;Seggiovia PralongiÃ¡;90;78;797;651;215;234;easy;easy;blue;blue;3;3;{0.004705636306598347,0.06641666666666667,0.06877799104286628,0.3333333333333333,0.25,0.25};{0.0040782181323852345,0.05425,0.07485604606525911,0.3333333333333333,0.25,0.25};0,0136148516
3;257;Frara variante dx;164;Col Alt 4 1/2;90;188;797;900;215;244;easy;easy;blue;blue;3;3;{0.004705636306598347,0.06641666666666667,0.06877799104286628,0.3333333333333333,0.25,0.25};{0.009829551396005437,0.075,0.0780550223928343,0.3333333333333333,0.25,0.25};0,0136378674
1;258;Sodlisia;152;Arlara;105;150;925;750;377;344;easy;easy;blue;blue;3;3;{0.005489909024364739,0.07708333333333334,0.12060140754958414,0.3333333333333333,0.25,0.25};{0.007842727177663914,0.0625,0.11004478566858605,0.3333333333333333,0.25,0.25};0,018156311
2;258;Sodlisia;162;Capanna Nera;105;114;925;971;377;318;easy;easy;blue;blue;3;3;{0.005489909024364739,0.07708333333333334,0.12060140754958414,0.3333333333333333,0.25,0.25};{0.005960472655024574,0.08091666666666666,0.1017274472168906,0.3333333333333333,0.25,0.25};0,0192650526
3;258;Sodlisia;175;PralongiÃ¡Â  I (Rif. Marmotta - Planac);105;115;925;811;377;312;easy;easy;blue;blue;3;3;{0.005489909024364739,0.07708333333333334,0.12060140754958414,0.3333333333333333,0.25,0.25};{0.006012757502875667,0.06758333333333333,0.09980806142034548,0.3333333333333333,0.25,0.25};0,0228667141
1;259;Stella Alpina;163;Costes Da l'Ega;125;64;608;604;212;228;easy;easy;blue;blue;3;3;{0.006535605981386594,0.050666666666666665,0.06781829814459372,0.3333333333333333,0.25,0.25};{0.0033462302624699364,0.050333333333333334,0.07293666026871401,0.3333333333333333,0.25,0.25};0,0060399387
2;259;Stella Alpina;179;Seggiovia PralongiÃ¡;125;78;608;651;212;234;easy;easy;blue;blue;3;3;{0.006535605981386594,0.050666666666666665,0.06781829814459372,0.3333333333333333,0.25,0.25};{0.0040782181323852345,0.05425,0.07485604606525911,0.3333333333333333,0.25,0.25};0,008270969
3;259;Stella Alpina;229;La Para;125;107;608;550;212;239;easy;easy;blue;blue;3;3;{0.006535605981386594,0.050666666666666665,0.06781829814459372,0.3333333333333333,0.25,0.25};{0.0055944787200669244,0.04583333333333333,0.0764555342290467,0.3333333333333333,0.25,0.25};0,0099422673
1;260;Val Setus;261;Gardena;101;109;595;627;161;212;medium;medium;red;red;3;3;{0.005280769632960368,0.04958333333333333,0.05150351887396033,0.6666666666666666,0.5,0.25};{0.00569904841576911,0.05225,0.06781829814459372,0.6666666666666666,0.5,0.25};0,0165365683
2;260;Val Setus;167;Costoratta;101;218;595;886;161;174;medium;medium;red;red;3;3;{0.005280769632960368,0.04958333333333333,0.05150351887396033,0.6666666666666666,0.5,0.25};{0.01139809683153822,0.07383333333333333,0.05566218809980806,0.6666666666666666,0.5,0.25};0,0253530811
3;260;Val Setus;176;PralongiÃ¡Â  I - Arlara;101;62;595;308;161;104;medium;medium;red;red;3;3;{0.005280769632960368,0.04958333333333333,0.05150351887396033,0.6666666666666666,0.5,0.25};{0.0032416605667677507,0.025666666666666667,0.03326935380678183,0.6666666666666666,0.5,0.25};0,0301438167
1;261;Gardena;260;Val Setus;109;101;627;595;212;161;medium;medium;red;red;3;3;{0.00569904841576911,0.05225,0.06781829814459372,0.6666666666666666,0.5,0.25};{0.005280769632960368,0.04958333333333333,0.05150351887396033,0.6666666666666666,0.5,0.25};0,0165365683
2;261;Gardena;167;Costoratta;109;218;627;886;212;174;medium;medium;red;red;3;3;{0.00569904841576911,0.05225,0.06781829814459372,0.6666666666666666,0.5,0.25};{0.01139809683153822,0.07383333333333333,0.05566218809980806,0.6666666666666666,0.5,0.25};0,0254183092
3;261;Gardena;214;La Fraina;109;208;627;950;212;258;medium;medium;red;red;3;3;{0.00569904841576911,0.05225,0.06781829814459372,0.6666666666666666,0.5,0.25};{0.010875248353027292,0.07916666666666666,0.08253358925143954,0.6666666666666666,0.5,0.25};0,0311101235
1;262;Variante Col Pradat;216;Roby;115;102;650;600;432;463;easy;easy;blue;blue;3;3;{0.006012757502875667,0.05416666666666667,0.1381957773512476,0.3333333333333333,0.25,0.25};{0.005333054480811461,0.05,0.14811260396673065,0.3333333333333333,0.25,0.25};0,0107780591
2;262;Variante Col Pradat;225;Ciampai;115;113;650;617;432;480;easy;easy;blue;blue;3;3;{0.006012757502875667,0.05416666666666667,0.1381957773512476,0.3333333333333333,0.25,0.25};{0.005908187807173481,0.051416666666666666,0.15355086372360843,0.3333333333333333,0.25,0.25};0,0155997472
3;262;Variante Col Pradat;254;Frara - Sodlisia;115;40;650;485;432;392;easy;easy;blue;blue;3;3;{0.006012757502875667,0.05416666666666667,0.1381957773512476,0.3333333333333333,0.25,0.25};{0.00209139391404371,0.04041666666666666,0.1253998720409469,0.3333333333333333,0.25,0.25};0,0191878812
1;264;Biancaneve;411;Ludy;38;36;430;320;257;276;easy;easy;blue;blue;4;4;{0.0019868242183415244,0.035833333333333335,0.08221369161868203,0.3333333333333333,0.25,0.3333333333333333};{0.001882254522639339,0.02666666666666667,0.08829174664107485,0.3333333333333333,0.25,0.3333333333333333};0,0109991575
2;264;Biancaneve;346;Cendevaves 1;38;40;430;500;257;203;easy;easy;blue;blue;4;4;{0.0019868242183415244,0.035833333333333335,0.08221369161868203,0.3333333333333333,0.25,0.3333333333333333};{0.00209139391404371,0.041666666666666664,0.06493921944977607,0.3333333333333333,0.25,0.3333333333333333};0,0182331045
3;264;Biancaneve;410;Funivia Ortisei - MezdÃ­;38;68;430;520;257;326;easy;easy;blue;blue;4;4;{0.0019868242183415244,0.035833333333333335,0.08221369161868203,0.3333333333333333,0.25,0.3333333333333333};{0.003555369653874307,0.043333333333333335,0.10428662827895073,0.3333333333333333,0.25,0.3333333333333333};0,0233650352
1;265;Cadepunt;434;Eurotel 1;39;58;370;420;134;114;easy;easy;blue;blue;4;4;{0.0020391090661926172,0.030833333333333334,0.04286628278950736,0.3333333333333333,0.25,0.3333333333333333};{0.00303252117536338,0.035,0.036468330134357005,0.3333333333333333,0.25,0.3333333333333333};0,007699466
2;265;Cadepunt;435;Scuola Sci - Eurotel 1 - Panorama;39;36;370;461;134;125;easy;easy;blue;blue;4;4;{0.0020391090661926172,0.030833333333333334,0.04286628278950736,0.3333333333333333,0.25,0.3333333333333333};{0.001882254522639339,0.03841666666666667,0.0399872040946897,0.3333333333333333,0.25,0.3333333333333333};0,0081129922
3;265;Cadepunt;421;Al Sole;39;17;370;480;134;130;easy;easy;blue;blue;4;4;{0.0020391090661926172,0.030833333333333334,0.04286628278950736,0.3333333333333333,0.25,0.3333333333333333};{0.0008888424134686,0.04,0.04158669225847729,0.3333333333333333,0.25,0.3333333333333333};0,0093267488
1;266;Campo Freina;408;Florian 2;110;115;400;430;140;123;medium;medium;red;red;4;4;{0.005751333263620203,0.03333333333333333,0.044785668586052464,0.6666666666666666,0.5,0.3333333333333333};{0.006012757502875667,0.035833333333333335,0.03934740882917467,0.6666666666666666,0.5,0.3333333333333333};0,0059910777
2;266;Campo Freina;335;Ciampinoi 6 - variante;110;110;400;450;140;122;medium;medium;red;red;4;4;{0.005751333263620203,0.03333333333333333,0.044785668586052464,0.6666666666666666,0.5,0.3333333333333333};{0.005751333263620203,0.0375,0.03902751119641715,0.6666666666666666,0.5,0.3333333333333333};0,0071075655
3;266;Campo Freina;388;Laurin Valle - SpitzbÃ¼hl;110;50;400;500;140;135;medium;medium;red;red;4;4;{0.005751333263620203,0.03333333333333333,0.044785668586052464,0.6666666666666666,0.5,0.3333333333333333};{0.002614242392554638,0.041666666666666664,0.04318618042226487,0.6666666666666666,0.5,0.3333333333333333};0,0090467754
1;267;Frea;400;Punta d'Oro 2;170;160;1.000;1.000;319;321;medium;medium;red;red;4;4;{0.008888424134685768,0.08333333333333333,0.10204734484964811,0.6666666666666666,0.5,0.3333333333333333};{0.00836557565617484,0.08333333333333333,0.10268714011516315,0.6666666666666666,0.5,0.3333333333333333};0,0008262618
2;267;Frea;325;Cinque Dita;170;248;1.000;1.166;319;316;medium;medium;red;red;4;4;{0.008888424134685768,0.08333333333333333,0.10204734484964811,0.6666666666666666,0.5,0.3333333333333333};{0.012966642267071003,0.09716666666666667,0.10108765195137556,0.6666666666666666,0.5,0.3333333333333333};0,0144538571
3;267;Frea;337;Collegamento Ciampinoi - Costabella  ;170;248;1.000;1.166;319;285;medium;medium;red;red;4;4;{0.008888424134685768,0.08333333333333333,0.10204734484964811,0.6666666666666666,0.5,0.3333333333333333};{0.012966642267071003,0.09716666666666667,0.09117082533589252,0.6666666666666666,0.5,0.3333333333333333};0,0180635448
1;269;Costabella;434;Eurotel 1;65;58;500;420;96;114;easy;easy;blue;blue;4;4;{0.003398515110321029,0.041666666666666664,0.030710172744721688,0.3333333333333333,0.25,0.3333333333333333};{0.00303252117536338,0.035,0.036468330134357005,0.3333333333333333,0.25,0.3333333333333333};0,0088167325
2;269;Costabella;435;Scuola Sci - Eurotel 1 - Panorama;65;36;500;461;96;125;easy;easy;blue;blue;4;4;{0.003398515110321029,0.041666666666666664,0.030710172744721688,0.3333333333333333,0.25,0.3333333333333333};{0.001882254522639339,0.03841666666666667,0.0399872040946897,0.3333333333333333,0.25,0.3333333333333333};0,0099460976
3;269;Costabella;421;Al Sole;65;17;500;480;96;130;easy;easy;blue;blue;4;4;{0.003398515110321029,0.041666666666666664,0.030710172744721688,0.3333333333333333,0.25,0.3333333333333333};{0.0008888424134686,0.04,0.04158669225847729,0.3333333333333333,0.25,0.3333333333333333};0,0112860494
